bookingId,deskNumber,blockedFrom,roomId,userId,blockedUntil,userName,roomName,variableBooking
6,2, 2022-08-03,2,119.0,unlimited,Mateo Moretti,"Raum ""Stadtamhof""",0
3785,2, 2025-03-18,12,116.0, 2025-03-18,Luca Romero,"Raum ""Westenviertel""",1
3691,6, 2025-03-04,5,115.0, 2025-03-04,Hannah Bauer,"Raum ""Reinhausen""",1
3696,5, 2025-02-19,5,115.0, 2025-02-19,Hannah Bauer,"Raum ""Reinhausen""",1
3713,5, 2025-02-20,5,115.0, 2025-02-20,Hannah Bauer,"Raum ""Reinhausen""",1
3762,6, 2025-03-19,5,115.0, 2025-03-19,Hannah Bauer,"Raum ""Reinhausen""",1
3792,2, 2025-04-09,12,115.0, 2025-04-09,Hannah Bauer,"Raum ""Westenviertel""",1
3371,3, 2024-12-17,10,114.0, 2024-12-17,Daniel Petrov,"Raum ""Innenstadt""",1
3542,2, 2025-01-29,10,114.0, 2025-01-29,Daniel Petrov,"Raum ""Innenstadt""",1
3615,2, 2025-02-04,12,114.0, 2025-02-04,Daniel Petrov,"Raum ""Westenviertel""",1
3618,2, 2025-02-05,12,114.0, 2025-02-05,Daniel Petrov,"Raum ""Westenviertel""",1
3637,1, 2025-02-19,5,114.0, 2025-02-19,Daniel Petrov,"Raum ""Reinhausen""",1
3788,2, 2025-03-26,12,114.0, 2025-03-26,Daniel Petrov,"Raum ""Westenviertel""",1
3279,4, 2024-12-02,10,113.0, 2024-12-02,Olivia Yamamoto,"Raum ""Innenstadt""",1
3331,4, 2024-12-09,10,113.0, 2024-12-09,Olivia Yamamoto,"Raum ""Innenstadt""",1
3638,1, 2025-02-20,5,113.0, 2025-02-20,Olivia Yamamoto,"Raum ""Reinhausen""",1
3694,6, 2025-03-12,5,113.0, 2025-03-12,Olivia Yamamoto,"Raum ""Reinhausen""",1
3746,1, 2025-03-26,5,113.0, 2025-03-26,Olivia Yamamoto,"Raum ""Reinhausen""",1
3747,1, 2025-03-27,5,113.0, 2025-03-27,Olivia Yamamoto,"Raum ""Reinhausen""",1
3787,2, 2025-03-25,12,113.0, 2025-03-25,Olivia Yamamoto,"Raum ""Westenviertel""",1
3814,2, 2025-04-15,12,113.0, 2025-04-15,Olivia Yamamoto,"Raum ""Westenviertel""",1
3504,2, 2025-01-22,10,112.0, 2025-01-22,Felix Dupont,"Raum ""Innenstadt""",1
3539,3, 2025-01-27,4,112.0, 2025-01-27,Felix Dupont,"Raum ""Dechbetten""",1
3640,1, 2025-02-27,5,112.0, 2025-02-27,Felix Dupont,"Raum ""Reinhausen""",1
3641,1, 2025-03-05,5,112.0, 2025-03-05,Felix Dupont,"Raum ""Reinhausen""",1
3708,3, 2025-02-18,4,112.0, 2025-02-18,Felix Dupont,"Raum ""Dechbetten""",1
3215,4, 2024-11-18,10,111.0, 2024-11-18,Aisha Karim,"Raum ""Innenstadt""",1
3228,2, 2024-11-27,3,111.0, 2024-11-27,Aisha Karim,"Raum ""Schwabelweis""",1
3305,3, 2024-12-04,10,111.0, 2024-12-04,Aisha Karim,"Raum ""Innenstadt""",1
3311,3, 2024-12-13,4,111.0, 2024-12-13,Aisha Karim,"Raum ""Dechbetten""",1
3318,2, 2024-12-10,3,111.0, 2024-12-10,Aisha Karim,"Raum ""Schwabelweis""",1
3462,4, 2025-01-14,10,111.0, 2025-01-14,Aisha Karim,"Raum ""Innenstadt""",1
3503,2, 2025-01-20,10,111.0, 2025-01-20,Aisha Karim,"Raum ""Innenstadt""",1
3543,2, 2025-01-27,10,111.0, 2025-01-27,Aisha Karim,"Raum ""Innenstadt""",1
3573,4, 2025-02-05,12,111.0, 2025-02-05,Aisha Karim,"Raum ""Westenviertel""",1
3617,3, 2025-02-05,12,111.0, 2025-02-05,Aisha Karim,"Raum ""Westenviertel""",1
3665,1, 2025-02-11,5,111.0, 2025-02-11,Aisha Karim,"Raum ""Reinhausen""",1
3720,6, 2025-02-24,5,111.0, 2025-02-24,Aisha Karim,"Raum ""Reinhausen""",1
3765,6, 2025-03-27,5,111.0, 2025-03-27,Aisha Karim,"Raum ""Reinhausen""",1
3784,2, 2025-03-12,12,111.0, 2025-03-12,Aisha Karim,"Raum ""Westenviertel""",1
3789,2, 2025-04-01,12,111.0, 2025-04-01,Aisha Karim,"Raum ""Westenviertel""",1
3269,2, 2024-12-02,3,110.0, 2024-12-02,Elijah Taylor,"Raum ""Schwabelweis""",1
3613,3, 2025-02-04,4,110.0, 2025-02-04,Elijah Taylor,"Raum ""Dechbetten""",1
3677,6, 2025-02-11,5,110.0, 2025-02-11,Elijah Taylor,"Raum ""Reinhausen""",1
3709,3, 2025-02-21,4,110.0, 2025-02-21,Elijah Taylor,"Raum ""Dechbetten""",1
3806,2, 2025-03-20,12,110.0, 2025-03-20,Elijah Taylor,"Raum ""Westenviertel""",1
3171,2, 2024-11-05,3,109.0, 2024-11-05,Amelie Klein,"Raum ""Schwabelweis""",1
3187,2, 2024-11-13,3,109.0, 2024-11-13,Amelie Klein,"Raum ""Schwabelweis""",1
3229,2, 2024-11-28,3,109.0, 2024-11-28,Amelie Klein,"Raum ""Schwabelweis""",1
3262,3, 2024-11-25,4,109.0, 2024-11-25,Amelie Klein,"Raum ""Dechbetten""",1
3312,3, 2024-12-16,4,109.0, 2024-12-16,Amelie Klein,"Raum ""Dechbetten""",1
3322,2, 2024-12-16,3,109.0, 2024-12-16,Amelie Klein,"Raum ""Schwabelweis""",1
3336,2, 2024-12-13,3,109.0, 2024-12-13,Amelie Klein,"Raum ""Schwabelweis""",1
3443,1, 2025-01-08,10,109.0, 2025-01-08,Amelie Klein,"Raum ""Innenstadt""",1
3477,2, 2025-01-15,10,109.0, 2025-01-15,Amelie Klein,"Raum ""Innenstadt""",1
3499,3, 2025-01-20,4,109.0, 2025-01-20,Amelie Klein,"Raum ""Dechbetten""",1
3500,3, 2025-01-24,4,109.0, 2025-01-24,Amelie Klein,"Raum ""Dechbetten""",1
3532,3, 2025-01-29,10,109.0, 2025-01-29,Amelie Klein,"Raum ""Innenstadt""",1
3692,6, 2025-03-05,5,109.0, 2025-03-05,Amelie Klein,"Raum ""Reinhausen""",1
3745,1, 2025-03-20,5,109.0, 2025-03-20,Amelie Klein,"Raum ""Reinhausen""",1
3763,6, 2025-03-20,5,109.0, 2025-03-20,Amelie Klein,"Raum ""Reinhausen""",1
3791,2, 2025-04-08,12,109.0, 2025-04-08,Amelie Klein,"Raum ""Westenviertel""",1
3172,2, 2024-11-06,3,108.0, 2024-11-06,Rafael Martins,"Raum ""Schwabelweis""",1
3186,2, 2024-11-12,3,108.0, 2024-11-12,Rafael Martins,"Raum ""Schwabelweis""",1
3203,2, 2024-11-18,3,108.0, 2024-11-18,Rafael Martins,"Raum ""Schwabelweis""",1
3205,2, 2024-11-20,3,108.0, 2024-11-20,Rafael Martins,"Raum ""Schwabelweis""",1
3303,3, 2024-12-03,4,108.0, 2024-12-03,Rafael Martins,"Raum ""Dechbetten""",1
3306,4, 2024-12-05,10,108.0, 2024-12-05,Rafael Martins,"Raum ""Innenstadt""",1
3398,2, 2025-01-07,10,108.0, 2025-01-07,Rafael Martins,"Raum ""Innenstadt""",1
3399,2, 2025-01-08,10,108.0, 2025-01-08,Rafael Martins,"Raum ""Innenstadt""",1
3442,3, 2025-01-10,4,108.0, 2025-01-10,Rafael Martins,"Raum ""Dechbetten""",1
3479,4, 2025-01-15,10,108.0, 2025-01-15,Rafael Martins,"Raum ""Innenstadt""",1
3579,3, 2025-02-03,12,108.0, 2025-02-03,Rafael Martins,"Raum ""Westenviertel""",1
3679,3, 2025-02-11,4,108.0, 2025-02-11,Rafael Martins,"Raum ""Dechbetten""",1
3702,3, 2025-02-14,4,108.0, 2025-02-14,Rafael Martins,"Raum ""Dechbetten""",1
3704,1, 2025-03-06,5,108.0, 2025-03-06,Rafael Martins,"Raum ""Reinhausen""",1
3706,1, 2025-03-13,5,108.0, 2025-03-13,Rafael Martins,"Raum ""Reinhausen""",1
3204,2, 2024-11-19,3,107.0, 2024-11-19,Sofia Garcia,"Raum ""Schwabelweis""",1
3304,3, 2024-12-03,10,107.0, 2024-12-03,Sofia Garcia,"Raum ""Innenstadt""",1
3320,2, 2024-12-12,3,107.0, 2024-12-12,Sofia Garcia,"Raum ""Schwabelweis""",1
3324,2, 2024-12-18,3,107.0, 2024-12-18,Sofia Garcia,"Raum ""Schwabelweis""",1
3507,3, 2025-01-23,10,107.0, 2025-01-23,Sofia Garcia,"Raum ""Innenstadt""",1
3546,3, 2025-01-31,4,107.0, 2025-01-31,Sofia Garcia,"Raum ""Dechbetten""",1
3570,1, 2025-02-06,5,107.0, 2025-02-06,Sofia Garcia,"Raum ""Reinhausen""",1
3580,3, 2025-02-04,12,107.0, 2025-02-04,Sofia Garcia,"Raum ""Westenviertel""",1
3635,1, 2025-02-12,5,107.0, 2025-02-12,Sofia Garcia,"Raum ""Reinhausen""",1
3764,6, 2025-03-26,5,107.0, 2025-03-26,Sofia Garcia,"Raum ""Reinhausen""",1
3769,3, 2025-03-07,4,107.0, 2025-03-07,Sofia Garcia,"Raum ""Dechbetten""",1
3790,2, 2025-04-02,12,107.0, 2025-04-02,Sofia Garcia,"Raum ""Westenviertel""",1
3174,2, 2024-11-08,3,106.0, 2024-11-08,Mateo Torres,"Raum ""Schwabelweis""",1
3226,2, 2024-11-25,3,106.0, 2024-11-25,Mateo Torres,"Raum ""Schwabelweis""",1
3227,2, 2024-11-26,3,106.0, 2024-11-26,Mateo Torres,"Raum ""Schwabelweis""",1
3270,2, 2024-12-03,3,106.0, 2024-12-03,Mateo Torres,"Raum ""Schwabelweis""",1
3272,2, 2024-12-05,3,106.0, 2024-12-05,Mateo Torres,"Raum ""Schwabelweis""",1
3332,4, 2024-12-10,10,106.0, 2024-12-10,Mateo Torres,"Raum ""Innenstadt""",1
3333,4, 2024-12-11,10,106.0, 2024-12-11,Mateo Torres,"Raum ""Innenstadt""",1
3460,1, 2025-01-13,10,106.0, 2025-01-13,Mateo Torres,"Raum ""Innenstadt""",1
3463,3, 2025-01-17,4,106.0, 2025-01-17,Mateo Torres,"Raum ""Dechbetten""",1
3588,3, 2025-02-03,4,106.0, 2025-02-03,Mateo Torres,"Raum ""Dechbetten""",1
3664,6, 2025-02-12,5,106.0, 2025-02-12,Mateo Torres,"Raum ""Reinhausen""",1
3705,1, 2025-03-12,5,106.0, 2025-03-12,Mateo Torres,"Raum ""Reinhausen""",1
3715,6, 2025-02-27,5,106.0, 2025-02-27,Mateo Torres,"Raum ""Reinhausen""",1
2900,4, 2024-09-06,10,105.0, 2024-09-06,Clara Schmidt,"Raum ""Innenstadt""",1
3062,3, 2024-10-14,10,105.0, 2024-10-14,Clara Schmidt,"Raum ""Innenstadt""",1
3167,3, 2024-11-15,10,105.0, 2024-11-15,Clara Schmidt,"Raum ""Innenstadt""",1
3175,3, 2024-11-04,10,105.0, 2024-11-04,Clara Schmidt,"Raum ""Innenstadt""",1
3188,2, 2024-11-14,3,105.0, 2024-11-14,Clara Schmidt,"Raum ""Schwabelweis""",1
3296,3, 2024-12-02,4,105.0, 2024-12-02,Clara Schmidt,"Raum ""Dechbetten""",1
3327,3, 2024-12-10,10,105.0, 2024-12-10,Clara Schmidt,"Raum ""Innenstadt""",1
3383,2, 2024-12-20,3,105.0, 2024-12-20,Clara Schmidt,"Raum ""Schwabelweis""",1
3385,3, 2024-12-19,4,105.0, 2024-12-19,Clara Schmidt,"Raum ""Dechbetten""",1
3455,3, 2025-01-16,10,105.0, 2025-01-16,Clara Schmidt,"Raum ""Innenstadt""",1
3456,3, 2025-01-17,10,105.0, 2025-01-17,Clara Schmidt,"Raum ""Innenstadt""",1
3505,3, 2025-01-20,10,105.0, 2025-01-20,Clara Schmidt,"Raum ""Innenstadt""",1
3609,5, 2025-02-13,4,105.0, 2025-02-13,Clara Schmidt,"Raum ""Dechbetten""",1
3744,1, 2025-03-19,5,105.0, 2025-03-19,Clara Schmidt,"Raum ""Reinhausen""",1
2954,4, 2024-09-06,3,104.0, 2024-09-06,Ahmed Khan,"Raum ""Schwabelweis""",1
3027,3, 2024-09-23,1,104.0, 2024-09-23,Ahmed Khan,"Raum ""Prüfening""",1
3033,4, 2024-10-01,10,104.0, 2024-10-01,Ahmed Khan,"Raum ""Innenstadt""",1
3063,3, 2024-10-15,10,104.0, 2024-10-15,Ahmed Khan,"Raum ""Innenstadt""",1
3166,3, 2024-11-14,10,104.0, 2024-11-14,Ahmed Khan,"Raum ""Innenstadt""",1
3173,2, 2024-11-07,3,104.0, 2024-11-07,Ahmed Khan,"Raum ""Schwabelweis""",1
3248,3, 2024-11-20,4,104.0, 2024-11-20,Ahmed Khan,"Raum ""Dechbetten""",1
3254,3, 2024-11-29,10,104.0, 2024-11-29,Ahmed Khan,"Raum ""Innenstadt""",1
3256,6, 2024-11-25,4,104.0, 2024-11-25,Ahmed Khan,"Raum ""Dechbetten""",1
3271,2, 2024-12-04,3,104.0, 2024-12-04,Ahmed Khan,"Raum ""Schwabelweis""",1
3310,3, 2024-12-09,4,104.0, 2024-12-09,Ahmed Khan,"Raum ""Dechbetten""",1
3317,2, 2024-12-09,3,104.0, 2024-12-09,Ahmed Khan,"Raum ""Schwabelweis""",1
3325,2, 2024-12-19,3,104.0, 2024-12-19,Ahmed Khan,"Raum ""Schwabelweis""",1
3326,3, 2024-12-09,10,104.0, 2024-12-09,Ahmed Khan,"Raum ""Innenstadt""",1
3330,3, 2024-12-13,10,104.0, 2024-12-13,Ahmed Khan,"Raum ""Innenstadt""",1
3384,2, 2024-12-23,3,104.0, 2024-12-23,Ahmed Khan,"Raum ""Schwabelweis""",1
3608,5, 2025-02-12,4,104.0, 2025-02-12,Ahmed Khan,"Raum ""Dechbetten""",1
3002,2, 2024-09-17,4,103.0, 2024-09-17,Jonas Lee,"Raum ""Dechbetten""",1
3158,2, 2024-11-04,3,103.0, 2024-11-04,Jonas Lee,"Raum ""Schwabelweis""",1
3230,2, 2024-11-29,3,103.0, 2024-11-29,Jonas Lee,"Raum ""Schwabelweis""",1
3289,3, 2024-11-29,4,103.0, 2024-11-29,Jonas Lee,"Raum ""Dechbetten""",1
3405,3, 2025-01-02,4,103.0, 2025-01-02,Jonas Lee,"Raum ""Dechbetten""",1
3454,3, 2025-01-15,10,103.0, 2025-01-15,Jonas Lee,"Raum ""Innenstadt""",1
3487,6, 2025-01-15,4,103.0, 2025-01-15,Jonas Lee,"Raum ""Dechbetten""",1
3607,5, 2025-02-11,4,103.0, 2025-02-11,Jonas Lee,"Raum ""Dechbetten""",1
3707,3, 2025-02-17,4,103.0, 2025-02-17,Jonas Lee,"Raum ""Dechbetten""",1
3768,3, 2025-03-06,4,103.0, 2025-03-06,Jonas Lee,"Raum ""Dechbetten""",1
2902,2, 2024-09-03,10,102.0, 2024-09-03,Charlotte Silva,"Raum ""Innenstadt""",1
2973,1, 2024-09-11,5,102.0, 2024-09-11,Charlotte Silva,"Raum ""Reinhausen""",1
2992,3, 2024-09-20,10,102.0, 2024-09-20,Charlotte Silva,"Raum ""Innenstadt""",1
3073,1, 2024-11-04,10,102.0, 2024-11-04,Charlotte Silva,"Raum ""Innenstadt""",1
3185,2, 2024-11-11,3,102.0, 2024-11-11,Charlotte Silva,"Raum ""Schwabelweis""",1
3319,2, 2024-12-11,3,102.0, 2024-12-11,Charlotte Silva,"Raum ""Schwabelweis""",1
3323,2, 2024-12-17,3,102.0, 2024-12-17,Charlotte Silva,"Raum ""Schwabelweis""",1
3377,6, 2024-12-13,4,102.0, 2024-12-13,Charlotte Silva,"Raum ""Dechbetten""",1
3610,5, 2025-02-14,4,102.0, 2025-02-14,Charlotte Silva,"Raum ""Dechbetten""",1
3642,5, 2025-02-05,5,102.0, 2025-02-05,Charlotte Silva,"Raum ""Reinhausen""",1
2800,4, 2024-08-07,3,101.0, 2024-08-07,Leila Rossi,"Raum ""Schwabelweis""",1
2901,3, 2024-09-05,10,101.0, 2024-09-05,Leila Rossi,"Raum ""Innenstadt""",1
2930,1, 2024-09-03,10,101.0, 2024-09-03,Leila Rossi,"Raum ""Innenstadt""",1
3003,1, 2024-09-23,10,101.0, 2024-09-23,Leila Rossi,"Raum ""Innenstadt""",1
3008,1, 2024-10-14,10,101.0, 2024-10-14,Leila Rossi,"Raum ""Innenstadt""",1
3065,3, 2024-10-17,10,101.0, 2024-10-17,Leila Rossi,"Raum ""Innenstadt""",1
3113,1, 2024-10-24,5,101.0, 2024-10-24,Leila Rossi,"Raum ""Reinhausen""",1
3164,3, 2024-11-12,10,101.0, 2024-11-12,Leila Rossi,"Raum ""Innenstadt""",1
3213,6, 2024-11-13,4,101.0, 2024-11-13,Leila Rossi,"Raum ""Dechbetten""",1
3274,6, 2024-11-26,4,101.0, 2024-11-26,Leila Rossi,"Raum ""Dechbetten""",1
3334,6, 2024-12-05,4,101.0, 2024-12-05,Leila Rossi,"Raum ""Dechbetten""",1
2640,2, 2024-07-11,10,100.0, 2024-07-11,Samir Malik,"Raum ""Innenstadt""",1
2762,2, 2024-07-31,10,100.0, 2024-07-31,Samir Malik,"Raum ""Innenstadt""",1
2810,1, 2024-08-07,10,100.0, 2024-08-07,Samir Malik,"Raum ""Innenstadt""",1
2842,2, 2024-08-19,3,100.0, 2024-08-19,Samir Malik,"Raum ""Schwabelweis""",1
3007,1, 2024-10-07,10,100.0, 2024-10-07,Samir Malik,"Raum ""Innenstadt""",1
3778,6, 2025-03-11,4,100.0, 2025-03-11,Samir Malik,"Raum ""Dechbetten""",1
2637,2, 2024-07-08,10,99.0, 2024-07-08,Anna Fischer,"Raum ""Innenstadt""",1
2797,2, 2024-08-07,10,99.0, 2024-08-07,Anna Fischer,"Raum ""Innenstadt""",1
2846,3, 2024-08-20,10,99.0, 2024-08-20,Anna Fischer,"Raum ""Innenstadt""",1
2899,4, 2024-09-04,10,99.0, 2024-09-04,Anna Fischer,"Raum ""Innenstadt""",1
2905,4, 2024-09-03,1,99.0, 2024-09-03,Anna Fischer,"Raum ""Prüfening""",1
2932,1, 2024-09-04,10,99.0, 2024-09-04,Anna Fischer,"Raum ""Innenstadt""",1
2984,6, 2024-09-16,4,99.0, 2024-09-16,Anna Fischer,"Raum ""Dechbetten""",1
2990,3, 2024-09-18,10,99.0, 2024-09-18,Anna Fischer,"Raum ""Innenstadt""",1
3043,1, 2024-10-21,10,99.0, 2024-10-21,Anna Fischer,"Raum ""Innenstadt""",1
3044,3, 2024-09-26,1,99.0, 2024-09-26,Anna Fischer,"Raum ""Prüfening""",1
3066,3, 2024-10-18,10,99.0, 2024-10-18,Anna Fischer,"Raum ""Innenstadt""",1
3144,1, 2024-11-18,10,99.0, 2024-11-18,Anna Fischer,"Raum ""Innenstadt""",1
3261,1, 2024-12-09,10,99.0, 2024-12-09,Anna Fischer,"Raum ""Innenstadt""",1
3280,1, 2024-11-27,5,99.0, 2024-11-27,Anna Fischer,"Raum ""Reinhausen""",1
3453,3, 2025-01-14,10,99.0, 2025-01-14,Anna Fischer,"Raum ""Innenstadt""",1
3721,6, 2025-02-20,4,99.0, 2025-02-20,Anna Fischer,"Raum ""Dechbetten""",1
2676,2, 2024-07-16,10,98.0, 2024-07-16,Hiro Tanaka,"Raum ""Innenstadt""",1
2702,3, 2024-07-17,1,98.0, 2024-07-17,Hiro Tanaka,"Raum ""Prüfening""",1
2710,3, 2024-08-06,10,98.0, 2024-08-06,Hiro Tanaka,"Raum ""Innenstadt""",1
2760,2, 2024-07-29,10,98.0, 2024-07-29,Hiro Tanaka,"Raum ""Innenstadt""",1
2761,2, 2024-07-30,10,98.0, 2024-07-30,Hiro Tanaka,"Raum ""Innenstadt""",1
2799,4, 2024-08-06,3,98.0, 2024-08-06,Hiro Tanaka,"Raum ""Schwabelweis""",1
2826,2, 2024-08-13,10,98.0, 2024-08-13,Hiro Tanaka,"Raum ""Innenstadt""",1
2933,1, 2024-09-05,10,98.0, 2024-09-05,Hiro Tanaka,"Raum ""Innenstadt""",1
2947,6, 2024-09-05,4,98.0, 2024-09-05,Hiro Tanaka,"Raum ""Dechbetten""",1
2952,1, 2024-09-16,10,98.0, 2024-09-16,Hiro Tanaka,"Raum ""Innenstadt""",1
2979,2, 2024-09-16,10,98.0, 2024-09-16,Hiro Tanaka,"Raum ""Innenstadt""",1
3054,3, 2024-10-01,10,98.0, 2024-10-01,Hiro Tanaka,"Raum ""Innenstadt""",1
3165,3, 2024-11-13,10,98.0, 2024-11-13,Hiro Tanaka,"Raum ""Innenstadt""",1
3250,3, 2024-11-25,10,98.0, 2024-11-25,Hiro Tanaka,"Raum ""Innenstadt""",1
3251,3, 2024-11-26,10,98.0, 2024-11-26,Hiro Tanaka,"Raum ""Innenstadt""",1
3252,3, 2024-11-27,10,98.0, 2024-11-27,Hiro Tanaka,"Raum ""Innenstadt""",1
3253,3, 2024-11-28,10,98.0, 2024-11-28,Hiro Tanaka,"Raum ""Innenstadt""",1
3328,3, 2024-12-11,10,98.0, 2024-12-11,Hiro Tanaka,"Raum ""Innenstadt""",1
3452,3, 2025-01-13,10,98.0, 2025-01-13,Hiro Tanaka,"Raum ""Innenstadt""",1
3483,1, 2025-01-20,10,98.0, 2025-01-20,Hiro Tanaka,"Raum ""Innenstadt""",1
3529,6, 2025-01-22,4,98.0, 2025-01-22,Hiro Tanaka,"Raum ""Dechbetten""",1
3553,6, 2025-01-29,4,98.0, 2025-01-29,Hiro Tanaka,"Raum ""Dechbetten""",1
3766,6, 2025-03-06,4,98.0, 2025-03-06,Hiro Tanaka,"Raum ""Dechbetten""",1
2623,6, 2024-07-02,4,97.0, 2024-07-02,Ines Costa,"Raum ""Dechbetten""",1
2632,2, 2024-07-03,3,97.0, 2024-07-03,Ines Costa,"Raum ""Schwabelweis""",1
2634,4, 2024-07-05,10,97.0, 2024-07-05,Ines Costa,"Raum ""Innenstadt""",1
2639,2, 2024-07-10,10,97.0, 2024-07-10,Ines Costa,"Raum ""Innenstadt""",1
2672,3, 2024-07-10,10,97.0, 2024-07-10,Ines Costa,"Raum ""Innenstadt""",1
2708,3, 2024-08-02,10,97.0, 2024-08-02,Ines Costa,"Raum ""Innenstadt""",1
2720,2, 2024-07-22,10,97.0, 2024-07-22,Ines Costa,"Raum ""Innenstadt""",1
2730,3, 2024-07-24,10,97.0, 2024-07-24,Ines Costa,"Raum ""Innenstadt""",1
2796,2, 2024-08-06,10,97.0, 2024-08-06,Ines Costa,"Raum ""Innenstadt""",1
2898,4, 2024-09-03,10,97.0, 2024-09-03,Ines Costa,"Raum ""Innenstadt""",1
2936,1, 2024-09-11,10,97.0, 2024-09-11,Ines Costa,"Raum ""Innenstadt""",1
2988,3, 2024-09-16,10,97.0, 2024-09-16,Ines Costa,"Raum ""Innenstadt""",1
3011,3, 2024-09-19,1,97.0, 2024-09-19,Ines Costa,"Raum ""Prüfening""",1
3072,2, 2024-10-14,10,97.0, 2024-10-14,Ines Costa,"Raum ""Innenstadt""",1
3074,1, 2024-11-11,10,97.0, 2024-11-11,Ines Costa,"Raum ""Innenstadt""",1
3092,2, 2024-10-21,3,97.0, 2024-10-21,Ines Costa,"Raum ""Schwabelweis""",1
3152,6, 2024-10-30,4,97.0, 2024-10-30,Ines Costa,"Raum ""Dechbetten""",1
3163,3, 2024-11-11,10,97.0, 2024-11-11,Ines Costa,"Raum ""Innenstadt""",1
3260,1, 2024-12-02,10,97.0, 2024-12-02,Ines Costa,"Raum ""Innenstadt""",1
3329,3, 2024-12-12,10,97.0, 2024-12-12,Ines Costa,"Raum ""Innenstadt""",1
3521,4, 2025-01-27,10,97.0, 2025-01-27,Ines Costa,"Raum ""Innenstadt""",1
3555,2, 2025-01-29,5,97.0, 2025-01-29,Ines Costa,"Raum ""Reinhausen""",1
2479,3, 2024-06-05,1,96.0, 2024-06-05,Lucas Müller,"Raum ""Prüfening""",1
2581,3, 2024-06-28,1,96.0, 2024-06-28,Lucas Müller,"Raum ""Prüfening""",1
2624,2, 2024-07-04,10,96.0, 2024-07-04,Lucas Müller,"Raum ""Innenstadt""",1
2855,2, 2024-08-23,10,96.0, 2024-08-23,Lucas Müller,"Raum ""Innenstadt""",1
2897,4, 2024-09-02,1,96.0, 2024-09-02,Lucas Müller,"Raum ""Prüfening""",1
2955,2, 2024-09-09,10,96.0, 2024-09-09,Lucas Müller,"Raum ""Innenstadt""",1
2980,6, 2024-09-12,4,96.0, 2024-09-12,Lucas Müller,"Raum ""Dechbetten""",1
2989,3, 2024-09-17,10,96.0, 2024-09-17,Lucas Müller,"Raum ""Innenstadt""",1
