,roomName,deskNumber,blockedFrom,roomID,blockedByIdAnonym,blockedUntil,bookedAt,userId,userName
60,"Raum ""Prüfening""",3, null,1, null, null, 2024-06-28,95,Amara Okafor
61,"Raum ""Prüfening""",3, null,1, null, null, 2024-10-15,93,Leo Hernández
62,"Raum ""Prüfening""",3, null,1, null, null, 2024-07-05,92,Yara Hussein
63,"Raum ""Prüfening""",3, null,1, null, null, 2024-07-08,92,Yara Hussein
64,"Raum ""Prüfening""",3, null,1, null, null, 2024-11-22,92,Yara Hussein
65,"Raum ""Prüfening""",3, null,1, null, null, 2024-07-16,90,Maya Taylor
66,"Raum ""Prüfening""",3, null,1, null, null, 2025-01-21,90,Maya Taylor
67,"Raum ""Prüfening""",3, null,1, null, null, 2024-04-16,89,Fatima Mohammed
68,"Raum ""Prüfening""",3, null,1, null, null, 2024-04-17,89,Fatima Mohammed
69,"Raum ""Prüfening""",3, null,1, null, null, 2024-10-16,89,Fatima Mohammed
70,"Raum ""Prüfening""",3, null,1, null, null, 2024-06-18,88,Aiden Berger
71,"Raum ""Prüfening""",3, null,1, null, null, 2024-08-22,88,Aiden Berger
72,"Raum ""Prüfening""",3, null,1, null, null, 2024-10-23,87,Elijah Morris
73,"Raum ""Prüfening""",3, null,1, null, null, 2024-09-17,86,Emma Lindström
74,"Raum ""Prüfening""",3, null,1, null, null, 2024-10-29,64,Oscar Martinez
75,"Raum ""Prüfening""",3, null,1, null, null, 2024-07-12,59,Olivia Torres
76,"Raum ""Prüfening""",3, null,1, null, null, 2025-02-04,59,Olivia Torres
77,"Raum ""Prüfening""",3, null,1, null, null, 2025-02-03,59,Olivia Torres
78,"Raum ""Prüfening""",3, null,1, null, null, 2024-04-08,58,Noah Petrović
79,"Raum ""Prüfening""",3, null,1, null, null, 2024-04-03,57,Elena Ivanova
80,"Raum ""Prüfening""",3, null,1, null, null, 2023-09-15,56,Liam Sullivan
81,"Raum ""Prüfening""",3, null,1, null, null, 2024-03-25,56,Liam Sullivan
82,"Raum ""Prüfening""",3, null,1, null, null, 2024-04-19,56,Liam Sullivan
83,"Raum ""Prüfening""",3, null,1, null, null, 2025-01-29,56,Liam Sullivan
84,"Raum ""Prüfening""",3, null,1, null, null, 2024-05-21,55,Aya Takahashi
85,"Raum ""Prüfening""",3, null,1, null, null, 2025-01-22,55,Aya Takahashi
86,"Raum ""Prüfening""",3, null,1, null, null, 2024-04-26,54,Elijah Mendes
87,"Raum ""Prüfening""",3, null,1, null, null, 2025-02-13,54,Elijah Mendes
88,"Raum ""Prüfening""",3, null,1, null, null, 2024-05-17,53,Sophia Park
89,"Raum ""Prüfening""",3, null,1, null, null, 2025-02-05,53,Sophia Park
90,"Raum ""Prüfening""",3, null,1, null, null, 2025-01-24,52,Felix Müller
91,"Raum ""Prüfening""",3, null,1, null, null, 2025-01-30,52,Felix Müller
92,"Raum ""Prüfening""",3, null,1, null, null, 2023-06-05,51,Isabella Moretti
93,"Raum ""Prüfening""",3, null,1, null, null, 2024-03-28,51,Isabella Moretti
94,"Raum ""Prüfening""",3, null,1, null, null, 2023-05-05,50,Kai Yamazaki
95,"Raum ""Prüfening""",3, null,1, null, null, 2025-02-11,50,Kai Yamazaki
96,"Raum ""Prüfening""",3, null,1, null, null, 2022-11-09,46,Elias Hassan
97,"Raum ""Prüfening""",3, null,1, null, null, 2022-08-11,42,Mia Schneider
98,"Raum ""Prüfening""",3, null,1, null, null, 2022-09-19,42,Mia Schneider
99,"Raum ""Prüfening""",3, null,1, null, null, 2022-09-27,42,Mia Schneider
100,"Raum ""Prüfening""",3, null,1, null, null, 2022-08-12,41,Lucas Dubois
101,"Raum ""Prüfening""",3, null,1, null, null, 2022-09-14,40,Aisha Khan
102,"Raum ""Prüfening""",3, null,1, null, null, 2023-10-12,40,Aisha Khan
103,"Raum ""Prüfening""",3, null,1, null, null, 2022-09-29,39,Emma Wagner
104,"Raum ""Prüfening""",3, null,1, null, null, 2024-06-20,39,Emma Wagner
105,"Raum ""Prüfening""",3, null,1, null, null, 2022-08-17,37,Sofia Rojas
106,"Raum ""Prüfening""",3, null,1, null, null, 2022-10-24,35,Nora Müller
107,"Raum ""Prüfening""",3, null,1, null, null, 2023-02-09,31,Maria Svensson
108,"Raum ""Prüfening""",3, null,1, null, null, 2023-03-06,31,Maria Svensson
109,"Raum ""Prüfening""",3, null,1, null, null, 2023-04-04,31,Maria Svensson
110,"Raum ""Prüfening""",3, null,1, null, null, 2023-11-10,31,Maria Svensson
111,"Raum ""Prüfening""",3, null,1, null, null, 2023-12-04,31,Maria Svensson
112,"Raum ""Prüfening""",3, null,1, null, null, 2024-06-04,31,Maria Svensson
113,"Raum ""Prüfening""",3, null,1, null, null, 2023-03-16,30,Matteo Russo
114,"Raum ""Prüfening""",3, null,1, null, null, 2023-08-04,30,Matteo Russo
115,"Raum ""Prüfening""",3, null,1, null, null, 2023-08-22,30,Matteo Russo
116,"Raum ""Prüfening""",3, null,1, null, null, 2023-10-18,30,Matteo Russo
117,"Raum ""Prüfening""",3, null,1, null, null, 2024-01-15,30,Matteo Russo
118,"Raum ""Prüfening""",3, null,1, null, null, 2025-01-07,30,Matteo Russo
119,"Raum ""Prüfening""",3, null,1, null, null, 2023-02-14,29,Isabella Fernandez
120,"Raum ""Prüfening""",3, null,1, null, null, 2023-11-03,29,Isabella Fernandez
121,"Raum ""Prüfening""",3, null,1, null, null, 2023-11-06,29,Isabella Fernandez
122,"Raum ""Prüfening""",3, null,1, null, null, 2023-12-01,29,Isabella Fernandez
123,"Raum ""Prüfening""",3, null,1, null, null, 2023-06-13,28,Ahmed Hassan
124,"Raum ""Prüfening""",3, null,1, null, null, 2023-07-03,28,Ahmed Hassan
125,"Raum ""Prüfening""",3, null,1, null, null, 2023-12-15,28,Ahmed Hassan
126,"Raum ""Prüfening""",3, null,1, null, null, 2023-07-06,26,Noah Yamamoto
127,"Raum ""Prüfening""",3, null,1, null, null, 2023-07-18,26,Noah Yamamoto
128,"Raum ""Prüfening""",3, null,1, null, null, 2023-10-20,26,Noah Yamamoto
129,"Raum ""Prüfening""",3, null,1, null, null, 2024-01-24,26,Noah Yamamoto
130,"Raum ""Prüfening""",3, null,1, null, null, 2022-11-10,25,Emily Nguyen
131,"Raum ""Prüfening""",3, null,1, null, null, 2022-12-20,25,Emily Nguyen
132,"Raum ""Prüfening""",3, null,1, null, null, 2023-01-12,25,Emily Nguyen
133,"Raum ""Prüfening""",3, null,1, null, null, 2023-01-19,25,Emily Nguyen
134,"Raum ""Prüfening""",3, null,1, null, null, 2023-01-17,25,Emily Nguyen
135,"Raum ""Prüfening""",3, null,1, null, null, 2023-05-09,25,Emily Nguyen
136,"Raum ""Prüfening""",3, null,1, null, null, 2023-06-29,25,Emily Nguyen
137,"Raum ""Prüfening""",3, null,1, null, null, 2023-06-19,25,Emily Nguyen
138,"Raum ""Prüfening""",3, null,1, null, null, 2023-07-27,25,Emily Nguyen
139,"Raum ""Prüfening""",3, null,1, null, null, 2023-08-02,25,Emily Nguyen
140,"Raum ""Prüfening""",3, null,1, null, null, 2023-12-08,25,Emily Nguyen
141,"Raum ""Prüfening""",3, null,1, null, null, 2024-02-29,25,Emily Nguyen
142,"Raum ""Prüfening""",3, null,1, null, null, 2024-08-21,25,Emily Nguyen
143,"Raum ""Prüfening""",3, null,1, null, null, 2023-02-02,24,Oscar Cruz
144,"Raum ""Prüfening""",3, null,1, null, null, 2023-01-30,24,Oscar Cruz
145,"Raum ""Prüfening""",3, null,1, null, null, 2023-02-15,24,Oscar Cruz
146,"Raum ""Prüfening""",3, null,1, null, null, 2023-05-11,24,Oscar Cruz
147,"Raum ""Prüfening""",3, null,1, null, null, 2023-07-05,24,Oscar Cruz
148,"Raum ""Prüfening""",3, null,1, null, null, 2023-08-17,24,Oscar Cruz
149,"Raum ""Prüfening""",3, null,1, null, null, 2023-09-26,24,Oscar Cruz
150,"Raum ""Prüfening""",3, null,1, null, null, 2023-12-11,24,Oscar Cruz
151,"Raum ""Prüfening""",3, null,1, null, null, 2024-01-11,24,Oscar Cruz
152,"Raum ""Prüfening""",3, null,1, null, null, 2024-01-19,24,Oscar Cruz
153,"Raum ""Prüfening""",3, null,1, null, null, 2024-03-04,24,Oscar Cruz
154,"Raum ""Prüfening""",3, null,1, null, null, 2024-04-25,24,Oscar Cruz
155,"Raum ""Prüfening""",3, null,1, null, null, 2024-09-11,24,Oscar Cruz
156,"Raum ""Prüfening""",3, null,1, null, null, 2024-11-27,24,Oscar Cruz
157,"Raum ""Prüfening""",3, null,1, null, null, 2023-04-13,23,Hannah Carter
158,"Raum ""Prüfening""",3, null,1, null, null, 2023-04-20,23,Hannah Carter
159,"Raum ""Prüfening""",3, null,1, null, null, 2023-05-17,23,Hannah Carter
160,"Raum ""Prüfening""",3, null,1, null, null, 2023-07-14,23,Hannah Carter
161,"Raum ""Prüfening""",3, null,1, null, null, 2023-07-26,23,Hannah Carter
162,"Raum ""Prüfening""",3, null,1, null, null, 2023-08-28,23,Hannah Carter
163,"Raum ""Prüfening""",3, null,1, null, null, 2023-09-21,23,Hannah Carter
164,"Raum ""Prüfening""",3, null,1, null, null, 2023-10-16,23,Hannah Carter
165,"Raum ""Prüfening""",3, null,1, null, null, 2023-10-23,23,Hannah Carter
166,"Raum ""Prüfening""",3, null,1, null, null, 2023-11-30,23,Hannah Carter
167,"Raum ""Prüfening""",3, null,1, null, null, 2024-02-12,23,Hannah Carter
168,"Raum ""Prüfening""",3, null,1, null, null, 2024-02-19,23,Hannah Carter
169,"Raum ""Prüfening""",3, null,1, null, null, 2024-07-11,23,Hannah Carter
170,"Raum ""Prüfening""",3, null,1, null, null, 2024-09-18,23,Hannah Carter
171,"Raum ""Prüfening""",3, null,1, null, null, 2024-12-05,23,Hannah Carter
172,"Raum ""Prüfening""",3, null,1, null, null, 2022-09-01,22,Muhammad Ali
173,"Raum ""Prüfening""",3, null,1, null, null, 2023-02-17,22,Muhammad Ali
174,"Raum ""Prüfening""",3, null,1, null, null, 2023-05-04,22,Muhammad Ali
175,"Raum ""Prüfening""",3, null,1, null, null, 2023-08-29,22,Muhammad Ali
176,"Raum ""Prüfening""",3, null,1, null, null, 2023-11-27,22,Muhammad Ali
177,"Raum ""Prüfening""",3, null,1, null, null, 2023-12-12,22,Muhammad Ali
178,"Raum ""Prüfening""",3, null,1, null, null, 2024-01-23,22,Muhammad Ali
179,"Raum ""Prüfening""",3, null,1, null, null, 2024-03-07,22,Muhammad Ali
180,"Raum ""Prüfening""",3, null,1, null, null, 2024-06-03,22,Muhammad Ali
181,"Raum ""Prüfening""",3, null,1, null, null, 2024-06-06,22,Muhammad Ali
182,"Raum ""Prüfening""",3, null,1, null, null, 2022-08-10,21,Sofia Rodriguez
183,"Raum ""Prüfening""",3, null,1, null, null, 2022-12-08,21,Sofia Rodriguez
184,"Raum ""Prüfening""",3, null,1, null, null, 2023-03-02,21,Sofia Rodriguez
185,"Raum ""Prüfening""",3, null,1, null, null, 2023-09-28,21,Sofia Rodriguez
186,"Raum ""Prüfening""",3, null,1, null, null, 2024-04-04,21,Sofia Rodriguez
187,"Raum ""Prüfening""",3, null,1, null, null, 2024-10-24,21,Sofia Rodriguez
188,"Raum ""Prüfening""",3, null,1, null, null, 2024-11-21,21,Sofia Rodriguez
189,"Raum ""Prüfening""",3, null,1, null, null, 2024-11-13,21,Sofia Rodriguez
190,"Raum ""Prüfening""",3, null,1, null, null, 2025-01-23,21,Sofia Rodriguez
191,"Raum ""Prüfening""",3, null,1, null, null, 2022-08-25,20,Jack Nguyen
192,"Raum ""Prüfening""",3, null,1, null, null, 2022-09-30,20,Jack Nguyen
193,"Raum ""Prüfening""",3, null,1, null, null, 2022-10-20,20,Jack Nguyen
194,"Raum ""Prüfening""",3, null,1, null, null, 2023-01-26,20,Jack Nguyen
195,"Raum ""Prüfening""",3, null,1, null, null, 2023-02-23,20,Jack Nguyen
196,"Raum ""Prüfening""",3, null,1, null, null, 2023-03-17,20,Jack Nguyen
197,"Raum ""Prüfening""",3, null,1, null, null, 2023-06-22,20,Jack Nguyen
198,"Raum ""Prüfening""",3, null,1, null, null, 2023-08-10,20,Jack Nguyen
199,"Raum ""Prüfening""",3, null,1, null, null, 2024-03-11,20,Jack Nguyen
200,"Raum ""Prüfening""",3, null,1, null, null, 2024-05-16,20,Jack Nguyen
201,"Raum ""Prüfening""",3, null,1, null, null, 2024-06-24,20,Jack Nguyen
202,"Raum ""Prüfening""",3, null,1, null, null, 2024-08-28,20,Jack Nguyen
203,"Raum ""Prüfening""",3, null,1, null, null, 2024-10-30,20,Jack Nguyen
204,"Raum ""Prüfening""",3, null,1, null, null, 2025-01-08,20,Jack Nguyen
205,"Raum ""Prüfening""",3, null,1, null, null, 2025-01-15,20,Jack Nguyen
206,"Raum ""Prüfening""",3, null,1, null, null, 2024-02-15,19,Amara Singh
207,"Raum ""Prüfening""",3, null,1, null, null, 2024-04-11,19,Amara Singh
208,"Raum ""Prüfening""",3, null,1, null, null, 2024-05-08,19,Amara Singh
209,"Raum ""Prüfening""",3, null,1, null, null, 2024-06-21,19,Amara Singh
210,"Raum ""Prüfening""",3, null,1, null, null, 2024-07-04,19,Amara Singh
211,"Raum ""Prüfening""",3, null,1, null, null, 2024-08-01,19,Amara Singh
212,"Raum ""Prüfening""",3, null,1, null, null, 2022-08-18,18,Benjamin Chen
213,"Raum ""Prüfening""",3, null,1, null, null, 2022-10-06,18,Benjamin Chen
214,"Raum ""Prüfening""",3, null,1, null, null, 2022-10-19,18,Benjamin Chen
215,"Raum ""Prüfening""",3, null,1, null, null, 2022-11-15,18,Benjamin Chen
216,"Raum ""Prüfening""",3, null,1, null, null, 2022-11-17,18,Benjamin Chen
217,"Raum ""Prüfening""",3, null,1, null, null, 2023-02-01,18,Benjamin Chen
218,"Raum ""Prüfening""",3, null,1, null, null, 2023-02-06,18,Benjamin Chen
219,"Raum ""Prüfening""",3, null,1, null, null, 2023-11-16,18,Benjamin Chen
220,"Raum ""Prüfening""",3, null,1, null, null, 2024-03-19,18,Benjamin Chen
221,"Raum ""Prüfening""",3, null,1, null, null, 2024-06-13,18,Benjamin Chen
222,"Raum ""Prüfening""",3, null,1, null, null, 2024-07-18,18,Benjamin Chen
223,"Raum ""Prüfening""",3, null,1, null, null, 2024-09-05,18,Benjamin Chen
224,"Raum ""Prüfening""",3, null,1, null, null, 2024-11-06,18,Benjamin Chen
225,"Raum ""Prüfening""",3, null,1, null, null, 2024-12-10,18,Benjamin Chen
226,"Raum ""Prüfening""",3, null,1, null, null, 2025-02-18,18,Benjamin Chen
227,"Raum ""Prüfening""",3, null,1, null, null, 2022-09-08,17,Charlotte Patel
228,"Raum ""Prüfening""",3, null,1, null, null, 2022-11-04,17,Charlotte Patel
229,"Raum ""Prüfening""",3, null,1, null, null, 2023-02-22,17,Charlotte Patel
230,"Raum ""Prüfening""",3, null,1, null, null, 2023-03-09,17,Charlotte Patel
231,"Raum ""Prüfening""",3, null,1, null, null, 2023-06-15,17,Charlotte Patel
232,"Raum ""Prüfening""",3, null,1, null, null, 2023-08-23,17,Charlotte Patel
233,"Raum ""Prüfening""",3, null,1, null, null, 2023-10-13,17,Charlotte Patel
234,"Raum ""Prüfening""",3, null,1, null, null, 2024-04-15,17,Charlotte Patel
235,"Raum ""Prüfening""",3, null,1, null, null, 2024-05-23,17,Charlotte Patel
236,"Raum ""Prüfening""",3, null,1, null, null, 2024-06-27,17,Charlotte Patel
237,"Raum ""Prüfening""",3, null,1, null, null, 2025-01-28,17,Charlotte Patel
238,"Raum ""Prüfening""",3, null,1, null, null, 2022-10-27,16,Alexander Kim
239,"Raum ""Prüfening""",3, null,1, null, null, 2023-01-24,16,Alexander Kim
240,"Raum ""Prüfening""",3, null,1, null, null, 2023-03-15,16,Alexander Kim
241,"Raum ""Prüfening""",3, null,1, null, null, 2023-05-26,16,Alexander Kim
242,"Raum ""Prüfening""",3, null,1, null, null, 2023-06-01,16,Alexander Kim
243,"Raum ""Prüfening""",3, null,1, null, null, 2023-06-21,16,Alexander Kim
244,"Raum ""Prüfening""",3, null,1, null, null, 2023-08-31,16,Alexander Kim
245,"Raum ""Prüfening""",3, null,1, null, null, 2023-08-25,16,Alexander Kim
246,"Raum ""Prüfening""",3, null,1, null, null, 2024-02-08,16,Alexander Kim
247,"Raum ""Prüfening""",3, null,1, null, null, 2024-07-24,16,Alexander Kim
248,"Raum ""Prüfening""",3, null,1, null, null, 2024-09-12,16,Alexander Kim
249,"Raum ""Prüfening""",3, null,1, null, null, 2024-10-17,16,Alexander Kim
250,"Raum ""Prüfening""",3, null,1, null, null, 2022-10-26,15,Ava Clark
251,"Raum ""Prüfening""",3, null,1, null, null, 2022-11-24,15,Ava Clark
252,"Raum ""Prüfening""",3, null,1, null, null, 2023-12-06,15,Ava Clark
253,"Raum ""Prüfening""",3, null,1, null, null, 2024-01-25,15,Ava Clark
254,"Raum ""Prüfening""",3, null,1, null, null, 2024-02-01,15,Ava Clark
255,"Raum ""Prüfening""",3, null,1, null, null, 2024-03-13,15,Ava Clark
256,"Raum ""Prüfening""",3, null,1, null, null, 2024-04-18,15,Ava Clark
257,"Raum ""Prüfening""",3, null,1, null, null, 2024-05-07,15,Ava Clark
258,"Raum ""Prüfening""",3, null,1, null, null, 2023-05-24,14,Leo Hernandez
259,"Raum ""Prüfening""",3, null,1, null, null, 2023-11-23,14,Leo Hernandez
260,"Raum ""Prüfening""",3, null,1, null, null, 2023-12-19,14,Leo Hernandez
261,"Raum ""Prüfening""",3, null,1, null, null, 2024-02-14,14,Leo Hernandez
262,"Raum ""Prüfening""",3, null,1, null, null, 2024-05-27,14,Leo Hernandez
263,"Raum ""Prüfening""",3, null,1, null, null, 2025-02-28,14,Leo Hernandez
264,"Raum ""Prüfening""",3, null,1, null, null, 2025-03-11,14,Leo Hernandez
265,"Raum ""Prüfening""",3, null,1, null, null, 2022-08-24,13,Lily Davis
266,"Raum ""Prüfening""",3, null,1, null, null, 2022-11-23,13,Lily Davis
267,"Raum ""Prüfening""",3, null,1, null, null, 2024-05-02,13,Lily Davis
268,"Raum ""Prüfening""",3, null,1, null, null, 2025-02-07,13,Lily Davis
269,"Raum ""Prüfening""",3, null,1, null, null, 2025-03-05,13,Lily Davis
270,"Raum ""Prüfening""",3, null,1, null, null, 2022-11-11,12,Mateo Lopez
271,"Raum ""Prüfening""",3, null,1, null, null, 2022-12-14,12,Mateo Lopez
272,"Raum ""Prüfening""",3, null,1, null, null, 2023-01-10,12,Mateo Lopez
273,"Raum ""Prüfening""",3, null,1, null, null, 2023-01-18,12,Mateo Lopez
274,"Raum ""Prüfening""",3, null,1, null, null, 2023-02-08,12,Mateo Lopez
275,"Raum ""Prüfening""",3, null,1, null, null, 2023-04-06,12,Mateo Lopez
276,"Raum ""Prüfening""",3, null,1, null, null, 2023-04-19,12,Mateo Lopez
277,"Raum ""Prüfening""",3, null,1, null, null, 2023-07-11,12,Mateo Lopez
278,"Raum ""Prüfening""",3, null,1, null, null, 2023-10-11,12,Mateo Lopez
279,"Raum ""Prüfening""",3, null,1, null, null, 2023-10-19,12,Mateo Lopez
280,"Raum ""Prüfening""",3, null,1, null, null, 2024-02-21,12,Mateo Lopez
281,"Raum ""Prüfening""",3, null,1, null, null, 2024-03-26,12,Mateo Lopez
282,"Raum ""Prüfening""",3, null,1, null, null, 2024-05-22,12,Mateo Lopez
283,"Raum ""Prüfening""",3, null,1, null, null, 2022-09-21,11,Chloe Robinson
284,"Raum ""Prüfening""",3, null,1, null, null, 2022-10-18,11,Chloe Robinson
285,"Raum ""Prüfening""",3, null,1, null, null, 2023-05-03,11,Chloe Robinson
286,"Raum ""Prüfening""",3, null,1, null, null, 2023-07-19,11,Chloe Robinson
287,"Raum ""Prüfening""",3, null,1, null, null, 2024-02-27,11,Chloe Robinson
288,"Raum ""Prüfening""",3, null,1, null, null, 2024-05-14,11,Chloe Robinson
289,"Raum ""Prüfening""",3, null,1, null, null, 2024-07-25,11,Chloe Robinson
290,"Raum ""Prüfening""",3, null,1, null, null, 2025-03-06,11,Chloe Robinson
291,"Raum ""Prüfening""",3, null,1, null, null, 2022-11-30,10,Aiden Lee
292,"Raum ""Prüfening""",3, null,1, null, null, 2023-06-16,10,Aiden Lee
293,"Raum ""Prüfening""",3, null,1, null, null, 2024-01-10,10,Aiden Lee
294,"Raum ""Prüfening""",3, null,1, null, null, 2024-01-08,10,Aiden Lee
295,"Raum ""Prüfening""",3, null,1, null, null, 2024-02-05,10,Aiden Lee
296,"Raum ""Prüfening""",3, null,1, null, null, 2022-09-06,9,Sophia Garcia
297,"Raum ""Prüfening""",3, null,1, null, null, 2022-10-05,9,Sophia Garcia
298,"Raum ""Prüfening""",3, null,1, null, null, 2022-10-12,9,Sophia Garcia
299,"Raum ""Prüfening""",3, null,1, null, null, 2023-04-28,9,Sophia Garcia
300,"Raum ""Prüfening""",3, null,1, null, null, 2023-04-26,9,Sophia Garcia
301,"Raum ""Prüfening""",3, null,1, null, null, 2023-10-04,9,Sophia Garcia
302,"Raum ""Prüfening""",3, null,1, null, null, 2024-07-31,9,Sophia Garcia
303,"Raum ""Prüfening""",3, null,1, null, null, 2024-09-03,8,Lucas Thomas
304,"Raum ""Prüfening""",3, null,1, null, null, 2024-12-13,5,Isabella Martinez
305,"Raum ""Prüfening""",3, null,1, null, null, 2022-09-22,4,Noah Wilson
306,"Raum ""Prüfening""",3, null,1, null, null, 2023-11-02,3,Emma Brown
307,"Raum ""Prüfening""",3, null,1, null, null, 2023-07-13,1,Olivia Johnson
308,"Raum ""Prüfening""",4, null,1, null, null, 2024-09-03,98,Hiro Tanaka
309,"Raum ""Prüfening""",4, null,1, null, null, 2024-09-02,95,Amara Okafor
310,"Raum ""Prüfening""",4, null,1, null, null, 2025-01-22,95,Amara Okafor
311,"Raum ""Prüfening""",4, null,1, null, null, 2025-03-17,95,Amara Okafor
312,"Raum ""Prüfening""",4, null,1, null, null, 2024-11-21,94,Sofia Novak
313,"Raum ""Prüfening""",4, null,1, null, null, 2024-12-12,94,Sofia Novak
314,"Raum ""Prüfening""",4, null,1, null, null, 2025-01-14,94,Sofia Novak
315,"Raum ""Prüfening""",4, null,1, null, null, 2024-10-29,93,Leo Hernández
316,"Raum ""Prüfening""",4, null,1, null, null, 2025-01-15,93,Leo Hernández
317,"Raum ""Prüfening""",4, null,1, null, null, 2025-02-05,93,Leo Hernández
